ACL v0.4 @ 0.01cm,UE 4.15 @ 0.1cm,UE 4.15 @ 0.01cm
12.123611,9.662695,5.182822
12.12485,9.662695,5.182822
12.12485,9.662745,5.18383
12.126134,9.662745,5.183917
12.126134,9.664148,5.184474
12.129689,9.664447,5.184509
12.133028,9.665272,5.184593
12.133541,9.665272,5.184593
12.133661,9.665272,5.185373
12.133961,9.665272,5.185542
12.135508,9.665702,5.18587
12.135647,9.66625,5.186312
12.135647,9.666778,5.186349
12.138213,9.666778,5.186609
12.139248,9.666827,5.186813
12.139994,9.666957,5.187613
12.139994,9.667153,5.187658
12.141079,9.669114,5.187817
12.142009,9.669114,5.187979
12.142028,9.669436,5.188126
12.142542,9.669436,5.188126
12.144907,9.67057,5.188613
12.145393,9.67099,5.188613
12.145968,9.671497,5.188684
12.146813,9.671728,5.188796
12.14683,9.672017,5.189014
12.14683,9.672017,5.190273
12.153398,9.673534,5.190437
12.153733,9.674055,5.19083
12.153995,9.674309,5.191011
12.155942,9.675629,5.191011
12.159913,9.675866,5.191167
12.165898,9.676675,5.192337
12.165898,9.677596,5.192337
12.168764,9.677596,5.194576
12.17035,9.678828,5.194994
12.170974,9.679154,5.195009
12.173244,9.679356,5.195181
12.173588,9.679706,5.195181
12.173588,9.679706,5.195181
12.176515,9.680312,5.195312
12.181395,9.680508,5.195312
12.181395,9.680688,5.195343
12.182539,9.683192,5.19612
12.185392,9.684916,5.19612
12.185833,9.685224,5.196904
12.185833,9.685534,5.198052
12.186916,9.686134,5.198312
12.186954,9.687947,5.198704
12.188528,9.688369,5.198957
12.189761,9.68892,5.199043
12.191122,9.68892,5.199467
12.191231,9.689452,5.199467
12.195009,9.690269,5.199748
12.195683,9.691951,5.2
12.196988,9.693155,5.2
12.19802,9.693664,5.200091
12.19802,9.694064,5.200187
12.198327,9.694398,5.200837
12.198394,9.694746,5.200837
12.199631,9.696065,5.201175
12.202891,9.696237,5.201431
12.204975,9.696297,5.20166
12.205271,9.696297,5.20166
12.205271,9.696498,5.201675
12.207031,9.696498,5.201735
12.207781,9.696498,5.201735
12.208146,9.696769,5.201852
12.208717,9.69785,5.202154
12.209545,9.700465,5.202154
12.210842,9.700788,5.202154
12.211453,9.702127,5.202454
12.21288,9.706303,5.202806
12.213564,9.706303,5.202806
12.213588,9.70654,5.202806
12.214784,9.707532,5.203211
12.214784,9.708068,5.20344
12.215719,9.70889,5.203557
12.219029,9.709114,5.203824
12.219763,9.71131,5.205634
12.221586,9.712576,5.205634
12.222222,9.712576,5.206221
12.224599,9.712938,5.206504
12.225456,9.714358,5.206504
12.228322,9.715436,5.206877
12.229502,9.715773,5.206928
12.231127,9.716457,5.206928
12.232297,9.716745,5.207959
12.233924,9.717514,5.208369
12.234937,9.718876,5.209143
12.238014,9.718876,5.209147
12.238739,9.720688,5.209147
12.242746,9.721629,5.209475
12.243251,9.721961,5.209713
12.244043,9.721961,5.210611
12.244965,9.723463,5.21072
12.246024,9.723733,5.21072
12.246807,9.724289,5.211023
12.249099,9.724289,5.21202
12.249495,9.724455,5.212241
12.249743,9.725111,5.212241
12.250241,9.725111,5.212461
12.250393,9.725244,5.212759
12.251339,9.725261,5.213732
12.251934,9.72535,5.213766
12.254564,9.725491,5.213766
12.255268,9.725958,5.213793
12.256011,9.725958,5.214053
12.257261,9.726806,5.215959
12.257261,9.727393,5.216216
12.257331,9.727393,5.216232
12.257696,9.729084,5.216528
12.259619,9.729084,5.216528
12.25974,9.729484,5.21697
12.260194,9.729516,5.21697
12.261871,9.729848,5.217572
12.264144,9.729848,5.218031
12.264144,9.730987,5.218042
12.264177,9.731227,5.218042
12.267858,9.731765,5.2181
12.268672,9.731765,5.2181
12.271169,9.73179,5.218988
12.272391,9.731918,5.218988
12.273889,9.732188,5.21984
12.273889,9.732498,5.220148
12.273889,9.732525,5.221427
12.275554,9.732718,5.221711
12.276266,9.7329,5.222102
12.276266,9.73399,5.222372
12.276266,9.735037,5.223355
12.279915,9.735485,5.223744
12.280058,9.7366,5.223994
12.282758,9.737262,5.224964
12.284033,9.739259,5.225338
12.28483,9.739986,5.225338
12.285324,9.74008,5.225338
12.28533,9.743944,5.225387
12.28588,9.74453,5.225653
12.288908,9.74453,5.226562
12.291808,9.744633,5.227442
12.292243,9.744633,5.227655
12.294065,9.747472,5.227655
12.294118,9.749407,5.228084
12.296147,9.750465,5.228146
12.29638,9.750465,5.228448
12.299781,9.75057,5.228779
12.300434,9.752759,5.22894
12.303669,9.752898,5.229245
12.303775,9.75306,5.229249
12.304077,9.753754,5.229713
12.306575,9.753754,5.231422
12.312717,9.754305,5.231422
12.313319,9.75506,5.231472
12.319463,9.755852,5.232972
12.321037,9.75666,5.23301
12.321208,9.756964,5.233417
12.326464,9.757086,5.23348
12.326464,9.75744,5.23348
12.329321,9.75744,5.233766
12.329474,9.757984,5.23412
12.329585,9.75878,5.234234
12.330961,9.760564,5.234377
12.332214,9.761652,5.234757
12.332561,9.763689,5.235951
12.333293,9.763689,5.23597
12.333293,9.7643,5.236059
12.333293,9.7643,5.236476
12.334195,9.764459,5.236476
12.334398,9.764901,5.236568
12.334621,9.768223,5.236698
12.334786,9.768248,5.236901
12.336191,9.768444,5.23755
12.336191,9.768788,5.237627
12.336191,9.768788,5.237881
12.337101,9.768983,5.238552
12.33753,9.769231,5.238627
12.339127,9.769616,5.238633
12.339971,9.771224,5.239645
12.34002,9.771574,5.240755
12.341247,9.772033,5.241081
12.341435,9.77317,5.242908
12.345643,9.77317,5.243173
12.346064,9.773345,5.244164
12.347576,9.773717,5.244618
12.348902,9.774405,5.244622
12.349545,9.774405,5.244622
12.349876,9.774546,5.245107
12.350268,9.774546,5.246634
12.353582,9.777148,5.246634
12.355022,9.777778,5.24732
12.357747,9.778381,5.247675
12.359528,9.778974,5.248137
12.359826,9.779876,5.248714
12.361204,9.780525,5.248807
12.362645,9.780653,5.249096
12.363726,9.780792,5.249096
12.364338,9.780792,5.25036
12.366872,9.781492,5.25036
12.366889,9.781492,5.25036
12.366955,9.782278,5.250678
12.366955,9.78269,5.250678
12.366981,9.784179,5.251297
12.368963,9.785174,5.251449
12.371252,9.785174,5.251449
12.372108,9.786011,5.251464
12.377197,9.786062,5.25188
12.379494,9.786783,5.25188
12.379694,9.787727,5.252049
12.380445,9.787755,5.252209
12.381001,9.78789,5.25267
12.381681,9.789079,5.25267
12.385185,9.789288,5.253877
12.387035,9.789731,5.254379
12.387167,9.791004,5.25527
12.388533,9.791004,5.255332
12.391042,9.791655,5.25552
12.391088,9.792821,5.25552
12.39127,9.79452,5.256742
12.393795,9.794929,5.257154
12.393795,9.795053,5.257154
12.395971,9.797472,5.257154
12.397434,9.797845,5.257434
12.398329,9.799078,5.258844
12.404576,9.799078,5.258844
12.405317,9.80011,5.259911
12.407839,9.800128,5.260148
12.407839,9.800683,5.260192
12.41472,9.800984,5.260549
12.41472,9.803183,5.26123
12.415206,9.803183,5.26123
12.416922,9.804178,5.26123
12.417837,9.805572,5.261589
12.41795,9.805873,5.261774
12.418657,9.806603,5.26361
12.419486,9.807796,5.264075
12.424456,9.807867,5.264957
12.425703,9.807867,5.26555
12.428144,9.808305,5.266448
12.431364,9.808305,5.266807
12.432337,9.810719,5.267582
12.433781,9.813505,5.26809
12.434566,9.814157,5.269187
12.434872,9.814157,5.269196
12.436468,9.814157,5.269679
12.440275,9.814289,5.270144
12.44515,9.815912,5.270226
12.445741,9.815912,5.270451
12.447091,9.815912,5.271492
12.447091,9.816313,5.271954
12.450928,9.816313,5.273085
12.451525,9.817643,5.273184
12.451591,9.817643,5.273515
12.452225,9.818354,5.273915
12.463181,9.818792,5.274777
12.465541,9.818792,5.274777
12.465862,9.819245,5.275465
12.469955,9.821837,5.276034
12.471272,9.823256,5.276115
12.471966,9.823533,5.276115
12.472646,9.825521,5.276465
12.473631,9.825521,5.276465
12.474837,9.825857,5.276479
12.476641,9.825857,5.276479
12.476641,9.827515,5.277039
12.479191,9.830774,5.277603
12.479506,9.831314,5.277694
12.47983,9.831545,5.278115
12.47983,9.831638,5.278758
12.47983,9.831689,5.27896
12.483656,9.834251,5.280161
12.485478,9.835767,5.280182
12.486767,9.835796,5.280238
12.487167,9.836979,5.280334
12.491111,9.837089,5.280382
12.493439,9.838644,5.280778
12.496777,9.838657,5.281887
12.497272,9.839211,5.281993
12.497293,9.839329,5.28372
12.497697,9.839329,5.283985
12.500206,9.841173,5.283985
12.500864,9.841173,5.283999
12.503696,9.84142,5.284037
12.503881,9.84142,5.284037
12.505415,9.84164,5.284084
12.508534,9.842424,5.284314
12.512443,9.844748,5.284433
12.513134,9.844748,5.284582
12.513997,9.844748,5.286743
12.514845,9.845061,5.287304
12.51499,9.845387,5.289321
12.515001,9.845387,5.28937
12.518472,9.847444,5.289384
12.521566,9.848276,5.289618
12.521566,9.848276,5.290378
12.527692,9.85069,5.291102
12.527692,9.852274,5.291118
12.528942,9.853747,5.291716
12.528942,9.855398,5.291774
12.531972,9.856339,5.291977
12.53463,9.856339,5.293107
12.53689,9.856974,5.293504
12.538259,9.857293,5.293504
12.538698,9.859155,5.294695
12.54141,9.861182,5.295495
12.542482,9.863173,5.295495
12.542721,9.863444,5.295619
12.544168,9.863444,5.295619
12.546252,9.864036,5.296327
12.546511,9.866525,5.298262
12.548381,9.866558,5.298545
12.550057,9.866835,5.298925
12.552737,9.866835,5.298925
12.55479,9.867433,5.298992
12.55577,9.867433,5.299489
12.555845,9.868313,5.299489
12.555899,9.868313,5.300191
12.558754,9.868586,5.300191
12.559908,9.868595,5.300629
12.560605,9.868782,5.301019
12.562588,9.868782,5.302034
12.562588,9.869159,5.302471
12.564191,9.869934,5.302471
12.568195,9.869934,5.303378
12.568195,9.870338,5.303378
12.569425,9.873201,5.304688
12.5703,9.873201,5.304915
12.572062,9.874809,5.305167
12.573073,9.876665,5.305448
12.574926,9.877826,5.305968
12.580648,9.877826,5.305988
12.582867,9.877939,5.306079
12.583579,9.877939,5.307211
12.584947,9.877939,5.307485
12.584947,9.878422,5.307668
12.588206,9.879081,5.308113
12.590446,9.879784,5.30943
12.590446,9.880265,5.310345
12.592709,9.880391,5.310759
12.592709,9.882353,5.31203
12.596869,9.883369,5.312418
12.597502,9.884158,5.313156
12.600683,9.885999,5.31502
12.60139,9.88724,5.315325
12.604102,9.88724,5.31539
12.6042,9.887402,5.31539
12.606071,9.88841,5.315844
12.609086,9.888502,5.317518
12.609086,9.889429,5.318681
12.611194,9.891233,5.318681
12.611194,9.892467,5.319126
12.612378,9.892715,5.319139
12.612378,9.892715,5.319792
12.621277,9.893167,5.32
12.621414,9.893245,5.320212
12.622382,9.894623,5.320944
12.623187,9.894737,5.322389
12.623795,9.9,5.322581
12.624321,9.900852,5.322672
12.624333,9.904716,5.322672
12.626119,9.904957,5.324114
12.627068,9.906192,5.324375
12.628165,9.906192,5.324676
12.630413,9.907557,5.324706
12.633437,9.907557,5.324841
12.633498,9.907692,5.325335
12.634971,9.907692,5.326087
12.636318,9.90799,5.326662
12.636567,9.909862,5.326662
12.638936,9.910649,5.327537
12.64039,9.912087,5.328207
12.64173,9.912535,5.329193
12.642242,9.913079,5.329888
12.643583,9.913277,5.33201
12.64445,9.913307,5.332151
12.64445,9.913429,5.332347
12.64577,9.914163,5.332358
12.646707,9.914163,5.332634
12.653747,9.914163,5.333839
12.654573,9.914163,5.333957
12.658266,9.914304,5.333957
12.658266,9.915828,5.334148
12.659505,9.916214,5.334433
12.660102,9.917027,5.334549
12.661367,9.917027,5.334549
12.662169,9.917485,5.335568
12.663327,9.917577,5.335999
12.66471,9.917873,5.339497
12.665094,9.917873,5.339885
12.666071,9.919015,5.340979
12.666071,9.919015,5.341912
12.668107,9.920519,5.342444
12.668107,9.921767,5.342502
12.668195,9.923109,5.344074
12.668195,9.923554,5.345382
12.66842,9.926464,5.346559
12.670012,9.926464,5.348224
12.676234,9.926489,5.348598
12.679042,9.926489,5.348598
12.681081,9.926711,5.348615
12.681505,9.926934,5.350178
12.682535,9.928811,5.350281
12.682823,9.929013,5.352291
12.683106,9.929013,5.352379
12.690018,9.930203,5.352633
12.690018,9.930379,5.354828
12.691321,9.931934,5.354828
12.691631,9.933183,5.355246
12.691816,9.933522,5.356004
12.695796,9.934099,5.356045
12.69634,9.934591,5.356522
12.702533,9.935484,5.357804
12.704502,9.935484,5.358314
12.704703,9.935484,5.358573
12.704842,9.935484,5.360107
12.706432,9.936727,5.361279
12.710586,9.937245,5.362054
12.711151,9.93975,5.363886
12.711151,9.940379,5.364074
12.715384,9.940379,5.366346
12.717132,9.940656,5.366847
12.718349,9.94146,5.368076
12.721084,9.943925,5.368076
12.725375,9.943981,5.368784
12.729978,9.945108,5.368786
12.730985,9.945355,5.374717
12.734212,9.94551,5.376489
12.734615,9.94551,5.378259
12.734859,9.94551,5.378404
12.73621,9.945778,5.378475
12.737004,9.945778,5.380306
12.741425,9.947384,5.380971
12.746017,9.947708,5.382475
12.746334,9.947708,5.382875
12.749713,9.949606,5.382875
12.754119,9.950073,5.384615
12.75677,9.950413,5.387412
12.758786,9.951088,5.387684
12.760992,9.951534,5.388811
12.761353,9.952434,5.388811
12.762835,9.955556,5.388964
12.762835,9.955646,5.38939
12.763515,9.958159,5.390314
12.764454,9.958248,5.390793
12.765165,9.958429,5.39645
12.765165,9.958429,5.397035
12.765173,9.958429,5.398055
12.767253,9.96119,5.40205
12.771566,9.962042,5.402588
12.772594,9.963626,5.403509
12.772936,9.964774,5.404024
12.776005,9.964873,5.40428
12.777024,9.964873,5.407041
12.780568,9.966443,5.407041
12.783119,9.967062,5.407681
12.784442,9.968,5.408532
12.785007,9.969812,5.408698
12.785873,9.969812,5.40998
12.795252,9.972943,5.411579
12.796561,9.973397,5.412207
12.798687,9.976007,5.412773
12.79983,9.976007,5.413167
12.803103,9.976007,5.414141
12.804218,9.97886,5.414211
12.809192,9.978941,5.414291
12.809292,9.980627,5.416235
12.809292,9.981313,5.416444
12.814163,9.983995,5.417022
12.819424,9.984359,5.418187
12.819887,9.985766,5.418462
12.820432,9.986125,5.419476
12.820813,9.986195,5.420059
12.821229,9.986823,5.421947
12.822111,9.987494,5.422256
12.822887,9.988858,5.423927
12.82342,9.990937,5.424047
12.82401,9.991973,5.424923
12.824099,9.993344,5.425082
12.824165,9.993344,5.425947
12.82726,9.993657,5.42671
12.827449,9.993657,5.42671
12.842292,9.994616,5.427974
12.843047,9.994796,5.428371
12.848963,9.994796,5.429671
12.850028,9.9956,5.430586
12.853042,9.995673,5.43073
12.856105,9.995721,5.43073
12.857767,9.996755,5.432574
12.862429,9.998417,5.433349
12.865355,9.999198,5.435074
12.866313,9.999223,5.435154
12.866454,10.000351,5.440268
12.872666,10.000822,5.441954
12.873918,10.001665,5.442348
12.875875,10.002572,5.442436
12.881931,10.002572,5.442481
12.88357,10.003075,5.44274
12.88357,10.00448,5.443579
12.891609,10.00554,5.445059
12.892582,10.006166,5.448632
12.901563,10.009427,5.449567
12.901814,10.009437,5.451639
12.902992,10.009541,5.453184
12.903145,10.011687,5.45471
12.907572,10.012161,5.455779
12.908013,10.012161,5.45597
12.911753,10.012861,5.456184
12.915704,10.013495,5.4562
12.917345,10.015911,5.456217
12.91897,10.016912,5.456217
12.921283,10.018759,5.456631
12.921283,10.019571,5.457706
12.922749,10.020181,5.459135
12.92543,10.02037,5.460318
12.928654,10.021327,5.462525
12.929105,10.024692,5.463202
12.929414,10.025243,5.464613
12.935622,10.025243,5.46879
12.936909,10.025931,5.473094
12.938813,10.026151,5.474275
12.939176,10.02908,5.474527
12.942117,10.032377,5.475555
12.943151,10.034155,5.476037
12.945992,10.035088,5.478053
12.94856,10.03642,5.479265
12.949227,10.037006,5.479366
12.949227,10.037006,5.481934
12.954467,10.038203,5.482879
12.954507,10.038251,5.482948
12.955768,10.038613,5.483054
12.957518,10.038994,5.485307
12.959032,10.039184,5.487095
12.959327,10.041251,5.487587
12.960892,10.042429,5.488203
12.962174,10.04379,5.48847
12.962639,10.04396,5.489877
12.968421,10.046094,5.490325
12.969981,10.046278,5.49099
12.974661,10.046524,5.492994
12.97677,10.048509,5.494903
12.976876,10.048509,5.496181
12.978466,10.048509,5.497926
12.980049,10.049059,5.498466
12.982318,10.049781,5.498466
12.982353,10.051893,5.49878
12.983511,10.053685,5.5
12.98457,10.05408,5.500722
12.984595,10.05408,5.500897
12.994977,10.055359,5.501403
12.996558,10.056648,5.501786
12.998316,10.056648,5.502507
12.998523,10.058357,5.502507
12.999164,10.061391,5.503492
13.001266,10.061391,5.507631
13.003249,10.061456,5.51284
13.004125,10.062039,5.515477
13.004643,10.06278,5.51634
13.005637,10.063343,5.517195
13.01072,10.063873,5.518042
13.014661,10.063873,5.518042
13.023501,10.066421,5.519713
13.027511,10.068774,5.522289
13.027983,10.069379,5.523763
13.028908,10.069473,5.523832
13.030307,10.070845,5.527638
13.035246,10.077709,5.527638
13.043311,10.078862,5.527986
13.044866,10.07919,5.528393
13.04539,10.07919,5.53135
13.04539,10.07919,5.532791
13.045918,10.082676,5.536291
13.046944,10.08312,5.536504
13.049637,10.083473,5.536989
13.052053,10.083814,5.537652
13.057446,10.083814,5.537652
13.065144,10.086177,5.537652
13.067213,10.086177,5.539797
13.068751,10.086775,5.540998
13.071894,10.086832,5.541084
13.072796,10.087749,5.542878
13.073709,10.08995,5.544887
13.074188,10.090576,5.54537
13.084499,10.091808,5.548966
13.084577,10.091808,5.54955
13.086512,10.091963,5.550129
13.088248,10.094512,5.55296
13.091986,10.095041,5.554926
13.093628,10.095996,5.555345
13.095238,10.096266,5.555508
13.095238,10.096958,5.555623
13.095376,10.096958,5.556224
13.095551,10.097135,5.556754
13.095618,10.097135,5.557455
13.095618,10.098361,5.557803
13.096476,10.099218,5.558359
13.100423,10.099218,5.558837
13.102992,10.099422,5.559349
13.107501,10.100371,5.559349
13.107718,10.102212,5.559856
13.108829,10.102837,5.561338
13.111962,10.102837,5.561379
13.125703,10.103483,5.564669
13.128691,10.104496,5.565217
13.130353,10.104496,5.570193
13.136352,10.106087,5.573593
13.137508,10.10625,5.573746
13.14121,10.10625,5.575631
13.143312,10.10625,5.58267
13.145617,10.107875,5.583538
13.14752,10.108424,5.584588
13.15179,10.108506,5.585278
13.155115,10.110792,5.58596
13.156935,10.110792,5.587961
13.160324,10.110792,5.591764
13.162394,10.11237,5.59207
13.163264,10.112904,5.592977
13.177752,10.112904,5.592977
13.17792,10.112904,5.594164
13.179881,10.113559,5.594748
13.180082,10.115071,5.594748
13.180082,10.1165,5.594976
13.182998,10.118065,5.596645
13.191167,10.118435,5.599205
13.20011,10.120542,5.600263
13.211136,10.120542,5.600783
13.214363,10.121079,5.604529
13.224858,10.124293,5.604769
13.227586,10.12623,5.605416
13.233392,10.12623,5.606878
13.24585,10.126454,5.606878
13.247312,10.12886,5.606878
13.250992,10.129143,5.607787
13.252955,10.129199,5.607787
13.255358,10.129667,5.609771
13.26074,10.130053,5.6102
13.271676,10.131241,5.610414
13.271776,10.131241,5.610837
13.27209,10.131434,5.612699
13.272419,10.134656,5.614095
13.278289,10.134776,5.614095
13.281377,10.134943,5.614291
13.2862,10.135518,5.614291
13.28934,10.136038,5.614583
13.28934,10.138209,5.615162
13.303023,10.138932,5.615258
13.307265,10.138932,5.615258
13.31035,10.140845,5.615258
13.312782,10.143096,5.616392
13.312782,10.143096,5.617678
13.317674,10.143167,5.618659
13.323223,10.143167,5.619754
13.323944,10.143167,5.620986
13.332646,10.14546,5.624087
13.333425,10.145526,5.624203
13.340951,10.147862,5.624817
13.341122,10.148373,5.624817
13.346666,10.148777,5.625421
13.361157,10.15036,5.625866
13.368784,10.154768,5.626602
13.369251,10.1587,5.627323
13.375321,10.162274,5.627465
13.377176,10.168331,5.627607
13.379618,10.171889,5.62789
13.385056,10.173529,5.62817
13.389804,10.175622,5.62817
13.396858,10.179872,5.628604
13.397341,10.181818,5.62927
13.397839,10.18314,5.630075
13.397839,10.183357,5.630075
13.397839,10.184488,5.633368
13.400761,10.189678,5.636477
13.402959,10.191013,5.637147
13.405815,10.191379,5.637256
13.423348,10.195919,5.639648
13.437117,10.20136,5.640639
13.452239,10.208871,5.640639
13.457992,10.210492,5.640833
13.465478,10.213115,5.641407
13.47356,10.217832,5.641879
13.473983,10.218467,5.642066
13.474858,10.220344,5.642636
13.479303,10.222424,5.64387
13.479378,10.22963,5.644648
13.482152,10.232558,5.645072
13.482222,10.232818,5.646144
13.489051,10.233866,5.646944
13.496933,10.24,5.646944
13.497127,10.242623,5.648026
13.500997,10.243726,5.648026
13.502063,10.243764,5.648178
13.511975,10.245322,5.648403
13.515535,10.246233,5.64881
13.515535,10.246885,5.648995
13.515933,10.246885,5.649214
13.517789,10.24739,5.649431
13.519182,10.247777,5.649503
13.523543,10.251135,5.650072
13.525817,10.25209,5.650072
13.537017,10.253074,5.651175
13.548659,10.253742,5.651775
13.551758,10.254124,5.652135
13.551758,10.254349,5.652746
13.552923,10.255589,5.652746
13.560096,10.255966,5.653187
13.560955,10.257035,5.653435
13.565767,10.257974,5.654166
13.569385,10.257974,5.655396
13.575531,10.25862,5.655904
13.575925,10.260966,5.655904
13.589397,10.262689,5.65596
13.602524,10.268046,5.656016
13.610083,10.271803,5.656127
13.616153,10.272781,5.656292
13.616571,10.272837,5.656347
13.635007,10.272931,5.65662
13.635911,10.274112,5.656728
13.644194,10.274265,5.65705
13.64749,10.275842,5.657103
13.649343,10.275967,5.657577
13.652437,10.276692,5.657732
13.653741,10.280484,5.657989
13.658777,10.281206,5.658142
13.667984,10.281354,5.658344
13.670021,10.281354,5.658694
13.671829,10.283319,5.658743
13.680818,10.283807,5.658743
13.687543,10.284322,5.659135
13.705735,10.285282,5.659281
13.71082,10.287296,5.659425
13.719021,10.289182,5.660087
13.720513,10.289714,5.660774
13.722953,10.293059,5.661396
13.722953,10.296774,5.661396
13.725386,10.296952,5.661743
13.727909,10.296952,5.662296
13.729808,10.30096,5.662463
13.738191,10.306595,5.663158
13.747374,10.311221,5.663319
13.75273,10.315497,5.664024
13.757199,10.318611,5.664292
13.794379,10.320342,5.66433
13.799869,10.32121,5.664368
13.801405,10.325564,5.664631
13.805413,10.330833,5.664706
13.814475,10.334155,5.664854
13.825649,10.342877,5.665001
13.832814,10.353475,5.665685
13.853557,10.357522,5.665931
13.857113,10.358294,5.666
13.857154,10.359638,5.666139
13.857909,10.367403,5.666139
13.858781,10.36759,5.666605
13.880057,10.368317,5.667048
13.881542,10.371054,5.667139
13.893641,10.373787,5.667471
13.908752,10.373983,5.668801
13.909545,10.374272,5.669214
13.911404,10.378871,5.67001
13.912772,10.381184,5.670176
13.913065,10.382821,5.670312
13.913065,10.385669,5.670876
13.913065,10.391004,5.671007
13.927719,10.39737,5.671059
13.936651,10.39781,5.672457
13.93754,10.398438,5.672647
13.950158,10.399152,5.672997
13.952295,10.40193,5.673518
13.959096,10.403131,5.673673
13.967886,10.410038,5.673739
13.992665,10.417975,5.674489
13.994761,10.418832,5.676069
14.013773,10.424333,5.677369
14.016097,10.425894,5.67762
14.021449,10.426193,5.677949
14.033998,10.428717,5.678079
14.034975,10.429823,5.678111
14.039853,10.430856,5.678458
14.048725,10.446784,5.679302
14.055243,10.448013,5.679358
14.079642,10.449424,5.679447
14.095808,10.452957,5.680132
14.108586,10.468369,5.680321
14.116909,10.469929,5.681598
14.123457,10.47482,5.682089
14.148109,10.477801,5.682327
14.153276,10.479894,5.683216
14.15379,10.485106,5.684523
14.160795,10.501482,5.687465
14.204483,10.503639,5.688781
14.217538,10.504775,5.689806
14.24133,10.511002,5.68982
14.285576,10.522924,5.689838
14.336695,10.527284,5.689895
14.337255,10.529915,5.690029
14.347941,10.540131,5.694414
14.375241,10.555947,5.694654
14.379992,10.559595,5.694812
14.383939,10.570786,5.704377
14.423225,10.573505,5.709537
14.449121,10.574502,5.71003
14.467878,10.586035,5.712018
14.523735,10.586617,5.714353
14.535773,10.600302,5.719968
14.537471,10.614988,5.727949
14.545345,10.616095,5.742022
14.557368,10.616142,5.749007
14.573114,10.622503,5.784038
14.573359,10.630733,5.794456
14.575762,10.631799,5.799472
14.605397,10.635193,5.893455
14.626153,10.638158,5.90991
14.654854,10.651706,5.937494
14.668262,10.657671,5.957518
14.699924,10.710526,5.966102
14.731077,10.749394,5.968484
14.731444,10.749394,5.981688
14.78649,10.762416,5.993257
14.795547,10.776583,6.009756
14.801022,10.803768,6.016641
14.846374,10.807017,6.097817
14.880389,10.819997,6.158003
14.88159,10.823342,6.173147
14.899043,10.945314,6.288374
14.912761,10.966666,6.354722
15.083955,11.07804,6.44586
15.171968,11.216222,6.611743
15.286209,11.238923,6.962146
15.293043,11.253736,7.102726
15.343472,11.419744,9.047176
15.568572,11.483053,9.047176
15.704963,11.483273,9.213293
15.735538,11.50011,9.563532
15.940951,12.109104,9.810598
16.152563,12.399067,9.834791
